# Data generated by me. See .ipynb in root dir
,visitors,infected,situation
192,76980,18,measures
193,40618,115,measures
194,82840,171,measures
195,49155,70,measures
196,49936,168,measures
197,41209,209,measures
198,76222,178,measures
199,72887,280,measures
200,91781,294,measures
201,56692,68,measures
202,14902,34,measures
203,51503,88,measures
204,48561,128,measures
205,63269,187,measures
206,83067,34,measures
207,71970,262,measures
208,40368,148,measures
209,22611,2,measures
210,86578,56,measures
211,28956,70,measures
212,67969,272,measures
213,19543,7,measures
214,38454,12,measures
215,41313,3,measures
216,51919,46,measures
217,94370,299,measures
218,46188,195,measures
219,85969,297,measures
220,60956,291,measures
221,48082,87,measures
222,53563,141,measures
223,36012,40,measures
224,95001,21,measures
225,39645,26,measures
226,35707,27,measures
227,56399,107,measures
228,40517,48,measures
229,64844,233,measures
230,94037,135,measures
231,76658,71,measures
232,88867,170,measures
233,24092,65,measures
234,95356,506,measures
235,72000,131,measures
236,63843,17,measures
237,49790,116,measures
238,51585,48,measures
239,49288,33,measures
240,75679,233,measures
241,33364,129,measures
242,27109,41,measures
243,74251,69,measures
244,18259,24,measures
245,31718,70,measures
246,58105,20,measures
247,20805,6,measures
248,25360,10,measures
249,83772,265,measures
250,67870,34,measures
251,87367,37,measures
252,76977,253,measures
253,70058,149,measures
254,23569,10,measures
255,94992,177,measures
256,11452,28,measures
257,42599,9,measures
258,18021,35,measures
259,60541,133,measures
260,77596,142,measures
261,34142,27,measures
262,40801,117,measures
263,45580,30,measures
264,34001,102,measures
265,77983,177,measures
266,95219,367,measures
267,28918,53,measures
268,22626,32,measures
269,61891,118,measures
270,64420,50,measures
271,88825,114,measures
272,66073,70,measures
273,43998,43,measures
274,28407,27,measures
275,50923,146,measures
276,85119,214,measures
277,79688,14,measures
278,64218,125,measures
279,63162,111,measures
280,88295,37,measures
281,76500,150,measures
282,98777,447,measures
283,71635,78,measures
284,79070,115,measures
285,24584,43,measures
286,33681,99,measures
287,19104,27,measures
288,39174,61,measures
289,99313,18,measures
290,83117,199,measures
291,87730,71,measures
292,51275,283,measures
293,97370,570,measures
294,43748,106,measures
295,54265,1,measures
296,12235,18,measures
297,73000,108,measures
298,33932,108,measures
299,65449,52,measures
300,58008,288,measures
301,26857,18,measures
302,35881,4,measures
303,28395,85,measures
304,19855,31,measures
305,48079,149,measures
306,50033,176,measures
307,59003,139,measures
308,75626,204,measures
309,97536,187,measures
310,41460,68,measures
311,20534,89,measures
312,13140,38,measures
313,63189,93,measures
314,82073,174,measures
315,15895,25,measures
316,52970,32,measures
317,61075,83,measures
318,75829,6,measures
319,63631,143,measures
320,54172,169,measures
321,35179,20,measures
322,40578,134,measures
323,48152,40,measures
324,48064,1,measures
325,27302,28,measures
326,75095,56,measures
327,98793,128,measures
328,19877,14,measures
329,29482,85,measures
330,29424,61,measures
331,83449,273,measures
332,98658,386,measures
333,42923,23,measures
334,45067,7,measures
335,54593,163,measures
336,77946,51,measures
337,92003,88,measures
338,54118,251,measures
339,53354,36,measures
340,77323,110,measures
341,54138,226,measures
342,90024,390,measures
343,87331,169,measures
344,80201,175,measures
345,93041,390,measures
346,98587,95,measures
347,20821,43,measures
348,54582,34,measures
349,14040,54,measures
350,90831,280,measures
351,83766,89,measures
352,96871,236,measures
353,47750,137,measures
354,24949,7,measures
355,91510,317,measures
356,13228,37,measures
357,15221,11,measures
358,27502,24,measures
359,83287,290,measures
360,58157,226,measures
361,18336,77,measures
362,55342,17,measures
363,35012,17,measures
364,46573,164,measures
365,50888,115,measures
366,30584,56,measures
367,81972,145,measures
368,82358,153,measures
369,12594,51,measures
370,73306,65,measures
371,59131,7,measures
372,52813,8,measures
373,35053,31,measures
374,87658,79,measures
375,74725,248,measures
376,97062,133,measures
377,89340,302,measures
378,72803,248,measures
379,86854,17,measures
380,41884,295,measures
381,99475,279,measures
382,63803,15,measures
383,71189,137,measures
384,21107,126,measures
385,30068,71,measures
386,32525,78,measures
387,88079,220,measures
388,54045,54,measures
389,85110,46,measures
390,37587,76,measures
391,20937,43,measures
392,11538,10,measures
393,87695,73,measures
394,15456,100,measures
395,40063,77,measures
396,63838,119,measures
397,83334,132,measures
398,74000,121,measures
399,81440,4,measures
400,71078,25,measures
401,35846,86,measures
402,82090,151,measures
403,65649,61,measures
404,55137,214,measures
405,22546,21,measures
406,68548,51,measures
407,87867,108,measures
408,44087,169,measures
409,69847,209,measures
410,74286,84,measures
411,15779,25,measures
412,45018,215,measures
413,13755,17,measures
414,67235,267,measures
415,92837,11,measures
416,13944,16,measures
417,77205,32,measures
418,64276,11,measures
419,52975,80,measures
420,48262,142,measures
421,64843,267,measures
422,73587,21,measures
423,14719,2,measures
424,79915,270,measures
425,69900,92,measures
426,91360,176,measures
427,39197,27,measures
428,64114,89,measures
429,36384,3,measures
430,41329,146,measures
431,11480,4,measures
432,72106,185,measures
433,68603,6,measures
434,43767,222,measures
435,30891,106,measures
436,50797,22,measures
437,23430,39,measures
438,53989,165,measures
439,43169,86,measures
440,18890,15,measures
441,67692,294,measures
442,10283,18,measures
443,51730,32,measures
444,98879,83,measures
445,21049,118,measures
446,25030,43,measures
447,76233,162,measures
448,25934,70,measures
449,74323,6,measures
450,43542,171,measures
451,38241,8,measures
452,43699,57,measures
453,48088,13,measures
454,58120,53,measures
455,66304,209,measures
456,70923,146,measures
457,41251,4,measures
458,53195,234,measures
459,22818,105,measures
460,87916,158,measures
461,25914,25,measures
462,19715,0,measures
463,68406,216,measures
464,93175,54,measures
465,22467,35,measures
466,92271,91,measures
467,17872,31,measures
468,60840,323,measures
469,73035,136,measures
470,65843,200,measures
471,67633,39,measures
472,77628,50,measures
473,33139,67,measures
474,77233,15,measures
475,10726,18,measures
476,11542,3,measures
477,91025,79,measures
478,15125,17,measures
479,76638,56,measures
480,69398,74,measures
481,42021,74,measures
482,50755,87,measures
483,85457,619,measures
484,55280,20,measures
485,80570,194,measures
486,63396,3,measures
487,54530,210,measures
488,95486,429,measures
489,96634,134,measures
490,29245,185,measures
491,25469,75,measures
492,62502,101,measures
493,94872,67,measures
494,40988,198,measures
495,42106,100,measures
496,97759,347,measures
497,85718,100,measures
498,43105,90,measures
499,55382,61,measures
500,91084,362,measures
501,56186,127,measures
502,58432,96,measures
503,84458,78,measures
504,77749,5,measures
505,70878,301,measures
506,25749,19,measures
507,80443,78,measures
508,17696,27,measures
509,53768,44,measures
510,72517,117,measures
511,80959,248,measures
512,26958,34,measures
513,26997,86,measures
514,25046,20,measures
515,31102,87,measures
516,47614,62,measures
517,53397,102,measures
518,64445,81,measures
519,89044,227,measures
520,94588,162,measures
521,98950,332,measures
522,73508,47,measures
523,95015,14,measures
524,99292,267,measures
525,46464,47,measures
526,84385,47,measures
527,29017,20,measures
528,51594,40,measures
529,91280,310,measures
530,55336,63,measures
531,73701,62,measures
532,34514,40,measures
533,41716,120,measures
534,15752,48,measures
535,57377,84,measures
536,58982,124,measures
537,20706,28,measures
538,65828,123,measures
539,73962,260,measures
540,48020,21,measures
541,76805,75,measures
542,28549,17,measures
543,40002,165,measures
544,23594,68,measures
545,55816,72,measures
546,93346,7,measures
547,54435,329,measures
548,93460,41,measures
549,92355,18,measures
550,40136,85,measures
551,12764,46,measures
552,65888,104,measures
553,83293,146,measures
554,54188,133,measures
555,50766,34,measures
556,72862,91,measures
557,81737,60,measures
558,64040,198,measures
559,91317,611,measures
560,51013,187,measures
561,45404,175,measures
562,88799,229,measures
563,11645,34,measures
564,57940,84,measures
565,31043,149,measures
566,48934,46,measures
567,89168,114,measures
568,75251,309,measures
569,75603,181,measures
570,42545,161,measures
571,89074,9,measures
572,18248,31,measures
573,32453,15,measures
574,12052,2,measures
575,93047,55,measures
576,75525,94,measures
577,83474,31,measures
578,40132,88,measures
579,38129,51,measures
580,26912,94,measures
581,33965,11,measures
582,20920,58,measures
583,73820,186,measures
584,77519,192,measures
585,44342,93,measures
586,42608,22,measures
587,24713,60,measures
588,87032,547,measures
589,98191,177,measures
590,49708,86,measures
591,94825,132,measures
592,57701,157,measures
593,17082,4,measures
594,41752,155,measures
595,54330,180,measures
596,70911,288,measures
597,14298,66,measures
598,75776,125,measures
599,19552,50,measures
600,22800,45,measures
601,58357,138,measures
602,57274,106,measures
603,20693,25,measures
604,81121,53,measures
605,93435,148,measures
606,22653,27,measures
607,68335,99,measures
608,63287,306,measures
609,28535,67,measures
610,95993,53,measures
611,26960,24,measures
612,43881,21,measures
613,17940,5,measures
614,14412,28,measures
615,40034,46,measures
616,98988,472,measures
617,72398,192,measures
618,18124,67,measures
619,68615,128,measures
620,90999,84,measures
621,38177,131,measures
622,17435,66,measures
623,46962,53,measures
624,88786,286,measures
625,44992,93,measures
626,10437,5,measures
627,52617,38,measures
628,89332,69,measures
629,40785,84,measures
630,81663,80,measures
631,10439,21,measures
632,38212,36,measures
633,82407,93,measures
634,92579,163,measures
635,41314,1,measures
636,19025,36,measures
637,87256,117,measures
638,97993,76,measures
639,87818,493,measures
640,96677,15,measures
641,91632,58,measures
642,72078,70,measures
643,55095,46,measures
644,21984,4,measures
645,67344,84,measures
646,95799,200,measures
647,14560,15,measures
648,30699,86,measures
649,55442,119,measures
650,57891,122,measures
651,17383,1,measures
652,59913,290,measures
653,97642,88,measures
654,82254,114,measures
655,95263,273,measures
656,85285,107,measures
657,32247,26,measures
658,14781,53,measures
659,99646,60,measures
660,30117,111,measures
661,63589,19,measures
662,70903,126,measures
663,77712,0,measures
664,50716,52,measures
665,56928,78,measures
666,57722,140,measures
667,76000,38,measures
668,77277,72,measures
669,51056,155,measures
670,38120,60,measures
671,14495,19,measures
672,46719,246,measures
673,70788,109,measures
674,58911,189,measures
675,91224,79,measures
676,97721,266,measures
677,26364,9,measures
678,51654,361,measures
679,53349,308,measures
680,45752,219,measures
681,26418,3,measures
682,61692,268,measures
683,33651,57,measures
684,10585,10,measures
685,95967,36,measures
686,44109,195,measures
687,38599,17,measures
688,75478,172,measures
689,16125,30,measures
690,34957,17,measures
691,58511,180,measures
692,89386,378,measures
693,40287,5,measures
694,23540,0,measures
695,81761,12,measures
696,23534,84,measures
697,62734,165,measures
698,44427,75,measures
699,92020,90,measures
700,40745,196,measures
701,71191,6,measures
702,22461,60,measures
703,93872,215,measures
704,55066,2,measures
705,91256,82,measures
706,55601,80,measures
707,74663,173,measures
708,50784,174,measures
709,21373,60,measures
710,97342,254,measures
711,68746,96,measures
712,13962,8,measures
713,33125,124,measures
714,22213,80,measures
715,69684,173,measures
716,85034,29,measures
717,86764,301,measures
718,94522,300,measures
719,25847,19,measures
720,43130,92,measures
721,80959,93,measures
722,96755,235,measures
723,37468,139,measures
724,56541,41,measures
725,28913,26,measures
726,19611,12,measures
727,29739,37,measures
728,49839,29,measures
729,68793,133,measures
730,58359,85,measures
731,89430,218,measures
732,73991,90,measures
733,97620,292,measures
734,96637,67,measures
735,90367,385,measures
736,36291,78,measures
737,92735,156,measures
738,83724,7,measures
739,34863,15,measures
740,82479,221,measures
741,41319,71,measures
742,54927,109,measures
743,69949,232,measures
744,83946,38,measures
745,69486,407,measures
746,96007,130,measures
747,37511,47,measures
748,10280,10,measures
749,63973,126,measures
750,62873,39,measures
751,43387,52,measures
752,15301,2,measures
753,91484,162,measures
754,32564,85,measures
755,84547,283,measures
756,78764,168,measures
757,48418,296,measures
758,28088,11,measures
759,84638,139,measures
760,51971,46,measures
761,15954,29,measures
762,47792,19,measures
763,29554,37,measures
764,34718,0,measures
765,84034,130,measures
766,48876,196,measures
767,15908,14,measures
768,65662,149,measures
769,27362,17,measures
770,32196,59,measures
771,18639,58,measures
772,27409,51,measures
773,24498,15,measures
774,76677,119,measures
775,98796,98,measures
776,52613,7,measures
777,66488,317,measures
778,20364,10,measures
779,86293,474,measures
780,69166,61,measures
781,39561,85,measures
782,34280,68,measures
783,97160,467,measures
784,42737,92,measures
785,28329,31,measures
786,64843,12,measures
787,30537,26,measures
788,66275,149,measures
789,89013,1,measures
790,81865,153,measures
791,23225,39,measures
792,30642,49,measures
793,53742,117,measures
794,88341,18,measures
795,41823,117,measures
796,97229,110,measures
797,93252,194,measures
798,35856,127,measures
799,16414,2,measures
800,73156,323,measures
801,22790,114,measures
802,53165,247,measures
803,75309,244,measures
804,61032,301,measures
805,50201,155,measures
806,60237,36,measures
807,88058,142,measures
808,68260,106,measures
809,17709,24,measures
810,21482,20,measures
811,38413,26,measures
812,57447,315,measures
813,43950,152,measures
814,11217,7,measures
815,59467,165,measures
816,71079,18,measures
817,55972,158,measures
818,86606,127,measures
819,74423,113,measures
820,67343,103,measures
821,39198,85,measures
822,78430,83,measures
823,13415,47,measures
824,39361,58,measures
825,78787,62,measures
826,88586,187,measures
827,11149,29,measures
828,26357,29,measures
829,85779,19,measures
830,51831,72,measures
831,92526,36,measures
832,97745,239,measures
833,40659,104,measures
834,89072,224,measures
835,34897,26,measures
836,94637,336,measures
837,22672,49,measures
838,64445,149,measures
839,22781,22,measures
840,13384,61,measures
841,74504,27,measures
842,87048,90,measures
843,62178,218,measures
844,27405,18,measures
845,53554,223,measures
846,74472,331,measures
847,32555,87,measures
848,41983,29,measures
849,81120,120,measures
850,94489,305,measures
851,21884,44,measures
852,54577,47,measures
853,24218,3,measures
854,29190,152,measures
855,87398,179,measures
856,99084,30,measures
857,38031,81,measures
858,55055,65,measures
859,52596,41,measures
860,35401,66,measures
861,89189,20,measures
862,50285,30,measures
863,64400,75,measures
864,77024,48,measures
865,35545,58,measures
866,17951,41,measures
867,58905,11,measures
868,97098,27,measures
869,37633,60,measures
870,35006,32,measures
871,72683,104,measures
872,39226,203,measures
873,73470,15,measures
874,92177,44,measures
875,96060,27,measures
876,48564,76,measures
877,98886,1,measures
878,70869,171,measures
879,33667,78,measures
880,24512,15,measures
881,20628,23,measures
882,59397,112,measures
883,60816,58,measures
884,37746,44,measures
885,67347,114,measures
886,15924,29,measures
887,58103,229,measures
888,33929,11,measures
889,23987,25,measures
890,87612,461,measures
891,38437,16,measures
892,40140,61,measures
893,75198,29,measures
894,64969,7,measures
895,66395,200,measures
896,71738,102,measures
897,65447,107,measures
898,20010,21,measures
899,24261,48,measures
900,13251,3,measures
901,87489,12,measures
902,69041,120,measures
903,61559,9,measures
904,30612,32,measures
905,88275,80,measures
906,46341,57,measures
907,95900,122,measures
908,32132,26,measures
909,92877,36,measures
910,39510,104,measures
911,58147,10,measures
912,96922,409,measures
913,53809,23,measures
914,72782,317,measures
915,86420,218,measures
916,46707,49,measures
917,19329,22,measures
918,84476,12,measures
919,37220,27,measures
920,39548,71,measures
921,13157,18,measures
922,94147,448,measures
923,78251,432,measures
924,27063,128,measures
925,60958,180,measures
926,29944,23,measures
927,31022,50,measures
928,60460,156,measures
929,42221,11,measures
930,97669,50,measures
931,62755,260,measures
932,29121,78,measures
933,18726,7,measures
934,66123,126,measures
935,30544,30,measures
936,59105,15,measures
937,51543,52,measures
938,91671,194,measures
939,40726,93,measures
940,35639,14,measures
941,27533,13,measures
942,14551,43,measures
943,48815,24,measures
944,26892,92,measures
945,58758,244,measures
946,66971,120,measures
947,95598,119,measures
948,87721,296,measures
949,45067,78,measures
950,75952,126,measures
951,61376,102,measures
952,90454,58,measures
953,86373,2,measures
954,56879,9,measures
955,28814,2,measures
956,48179,20,measures
957,36206,85,measures
958,50512,100,measures
959,19657,19,measures
960,98720,378,measures
961,98409,207,measures
962,50069,125,measures
963,50702,47,measures
964,12386,12,measures
965,17719,23,measures
966,70240,189,measures
967,89851,307,measures
968,51910,49,measures
969,26406,46,measures
970,14024,25,measures
971,34407,39,measures
972,44952,99,measures
973,40071,34,measures
974,37153,38,measures
975,16785,3,measures
976,99113,148,measures
977,17656,6,measures
978,22788,40,measures
979,25254,14,measures
980,42669,9,measures
981,67110,206,measures
982,37390,37,measures
983,26428,36,measures
984,62143,68,measures
985,69351,235,measures
986,62622,53,measures
987,82473,62,measures
988,96507,46,measures
989,86084,487,measures
990,33046,5,measures
991,35458,15,measures
992,11656,30,measures
993,57685,19,measures
994,93608,69,measures
995,40789,50,measures
996,88872,407,measures
997,22419,41,measures
998,35248,129,measures
999,29652,48,measures
0,92235,111,vaccin
1,91958,164,vaccin
2,47458,100,vaccin
3,45286,64,vaccin
4,23608,10,vaccin
5,87774,106,vaccin
6,35090,4,vaccin
7,90512,50,vaccin
8,68619,124,vaccin
9,94009,11,vaccin
10,95337,142,vaccin
11,68003,70,vaccin
12,20250,15,vaccin
13,13288,4,vaccin
14,96910,160,vaccin
15,78594,29,vaccin
16,54194,30,vaccin
17,36702,37,vaccin
18,58999,85,vaccin
19,62392,67,vaccin
20,75562,3,vaccin
21,96378,54,vaccin
22,30685,26,vaccin
23,82542,79,vaccin
24,16725,12,vaccin
25,73473,26,vaccin
26,52914,14,vaccin
27,24963,6,vaccin
28,16822,0,vaccin
29,69235,23,vaccin
30,32332,8,vaccin
31,58612,44,vaccin
32,25140,26,vaccin
33,88127,122,vaccin
34,65977,60,vaccin
35,42550,38,vaccin
36,98345,45,vaccin
37,44977,19,vaccin
38,64239,1,vaccin
39,98830,35,vaccin
40,81514,87,vaccin
41,89761,22,vaccin
42,18211,10,vaccin
43,71036,43,vaccin
44,87066,13,vaccin
45,73076,108,vaccin
46,22823,5,vaccin
47,47270,42,vaccin
48,30916,20,vaccin
49,54608,79,vaccin
50,29219,47,vaccin
51,34755,26,vaccin
52,90292,14,vaccin
53,69576,198,vaccin
54,43141,33,vaccin
55,69788,59,vaccin
56,60496,38,vaccin
57,35939,22,vaccin
58,80744,49,vaccin
59,23135,33,vaccin
60,73315,4,vaccin
61,14355,11,vaccin
62,83792,2,vaccin
63,52092,70,vaccin
64,63006,104,vaccin
65,52460,63,vaccin
66,18153,0,vaccin
67,16172,17,vaccin
68,16941,3,vaccin
69,41780,35,vaccin
70,71753,5,vaccin
71,66327,28,vaccin
72,60023,40,vaccin
73,85654,100,vaccin
74,50171,70,vaccin
75,82419,72,vaccin
76,21692,23,vaccin
77,56100,23,vaccin
78,16905,4,vaccin
79,90654,22,vaccin
80,55763,12,vaccin
81,83598,78,vaccin
82,71771,53,vaccin
83,94164,31,vaccin
84,39050,3,vaccin
85,38250,1,vaccin
86,16207,8,vaccin
87,36119,37,vaccin
88,72030,6,vaccin
89,84616,63,vaccin
90,80783,10,vaccin
91,49105,72,vaccin
92,90373,144,vaccin
93,27405,13,vaccin
94,76165,100,vaccin
95,54863,23,vaccin
96,46539,33,vaccin
97,39505,15,vaccin
98,99918,59,vaccin
99,51805,65,vaccin
100,26223,5,vaccin
101,13185,4,vaccin
102,80803,85,vaccin
103,31620,30,vaccin
104,23915,22,vaccin
105,41323,42,vaccin
106,99161,193,vaccin
107,64170,95,vaccin
108,20066,0,vaccin
109,99689,71,vaccin
110,57114,92,vaccin
111,96937,113,vaccin
112,11761,6,vaccin
113,18481,9,vaccin
114,28520,38,vaccin
115,92164,61,vaccin
116,87663,0,vaccin
117,34126,0,vaccin
118,29008,14,vaccin
119,76809,13,vaccin
120,86992,40,vaccin
121,50331,32,vaccin
122,68796,31,vaccin
123,26912,1,vaccin
124,54488,16,vaccin
125,80628,48,vaccin
126,26764,14,vaccin
127,39806,37,vaccin
128,76600,84,vaccin
129,41507,64,vaccin
130,10320,7,vaccin
131,13835,19,vaccin
132,56609,14,vaccin
133,64607,81,vaccin
134,83908,49,vaccin
135,52521,36,vaccin
136,21660,26,vaccin
137,71807,49,vaccin
138,90333,153,vaccin
139,90582,68,vaccin
140,89305,39,vaccin
141,43664,30,vaccin
142,64900,4,vaccin
143,94446,191,vaccin
144,59051,64,vaccin
145,53840,1,vaccin
146,84910,127,vaccin
147,11702,7,vaccin
148,74902,29,vaccin
149,80912,29,vaccin
150,61874,83,vaccin
151,89298,56,vaccin
152,98148,5,vaccin
153,69496,9,vaccin
154,66968,50,vaccin
155,21746,2,vaccin
156,34603,20,vaccin
157,69724,15,vaccin
158,23757,9,vaccin
159,61450,133,vaccin
160,14983,1,vaccin
161,46806,0,vaccin
162,24078,29,vaccin
163,94635,48,vaccin
164,26851,14,vaccin
165,97622,72,vaccin
166,77555,71,vaccin
167,87781,89,vaccin
168,31864,6,vaccin
169,82938,110,vaccin
170,45007,26,vaccin
171,63277,129,vaccin
172,11584,24,vaccin
173,51696,56,vaccin
174,31378,60,vaccin
175,91212,107,vaccin
176,95871,74,vaccin
177,91702,144,vaccin
178,91342,160,vaccin
179,58053,105,vaccin
180,67513,48,vaccin
181,10570,1,vaccin
182,59077,23,vaccin
183,29697,27,vaccin
184,20563,35,vaccin
185,87695,77,vaccin
186,47634,59,vaccin
187,97042,78,vaccin
188,77433,83,vaccin
189,25392,32,vaccin
190,73357,103,vaccin
191,71362,120,vaccin
192,57977,46,vaccin
193,71243,13,vaccin
194,88281,9,vaccin
195,68412,14,vaccin
196,45230,4,vaccin
197,66355,29,vaccin
198,14484,25,vaccin
199,91899,44,vaccin
200,11001,2,vaccin
201,99446,68,vaccin
202,63564,1,vaccin
203,61847,57,vaccin
204,80818,1,vaccin
205,88476,32,vaccin
206,63173,49,vaccin
207,52121,42,vaccin
208,70857,13,vaccin
209,96696,10,vaccin
210,44258,43,vaccin
211,48439,26,vaccin
212,75313,109,vaccin
213,40583,22,vaccin
214,10493,18,vaccin
215,72262,263,vaccin
216,36090,22,vaccin
217,38924,29,vaccin
218,43692,30,vaccin
219,64801,72,vaccin
220,60565,30,vaccin
221,44394,4,vaccin
222,54085,46,vaccin
223,68266,111,vaccin
224,17708,27,vaccin
225,17821,32,vaccin
226,31675,12,vaccin
227,27606,0,vaccin
228,84315,134,vaccin
229,60306,9,vaccin
230,89769,37,vaccin
231,65289,145,vaccin
232,46334,71,vaccin
233,66785,4,vaccin
234,26038,47,vaccin
235,43006,110,vaccin
236,45695,70,vaccin
237,99597,41,vaccin
238,41279,45,vaccin
239,76575,111,vaccin
240,26643,20,vaccin
241,93801,6,vaccin
242,89967,98,vaccin
243,69976,81,vaccin
244,90994,46,vaccin
245,27855,5,vaccin
246,37803,36,vaccin
247,16835,30,vaccin
248,60518,73,vaccin
249,14821,14,vaccin
250,81667,201,vaccin
251,99917,71,vaccin
252,56495,15,vaccin
253,85923,51,vaccin
254,21906,14,vaccin
255,11835,13,vaccin
256,75601,36,vaccin
257,77773,105,vaccin
258,10287,4,vaccin
259,99169,141,vaccin
260,56950,81,vaccin
261,64090,34,vaccin
262,59994,61,vaccin
263,89074,11,vaccin
264,73924,108,vaccin
265,33953,58,vaccin
266,77835,79,vaccin
267,73703,3,vaccin
268,12410,5,vaccin
269,30149,9,vaccin
270,11734,10,vaccin
271,95664,100,vaccin
272,64928,7,vaccin
273,24564,34,vaccin
274,71531,133,vaccin
275,98821,96,vaccin
276,97200,121,vaccin
277,98966,14,vaccin
278,83746,27,vaccin
279,30285,50,vaccin
280,38271,8,vaccin
281,38487,9,vaccin
282,62128,20,vaccin
283,97571,179,vaccin
284,62689,107,vaccin
285,66269,96,vaccin
286,48901,1,vaccin
287,16461,18,vaccin
288,75941,73,vaccin
289,14464,8,vaccin
290,81504,147,vaccin
291,62293,2,vaccin
292,66791,29,vaccin
293,56555,3,vaccin
294,29036,0,vaccin
295,45755,16,vaccin
296,84309,68,vaccin
297,96141,172,vaccin
298,55655,107,vaccin
299,91492,221,vaccin
300,38808,2,vaccin
301,68639,65,vaccin
302,67445,39,vaccin
303,33005,37,vaccin
304,99634,59,vaccin
305,89086,115,vaccin
306,13853,8,vaccin
307,45218,0,vaccin
308,16932,19,vaccin
309,83550,0,vaccin
310,34076,18,vaccin
311,15234,10,vaccin
312,96091,215,vaccin
313,20186,10,vaccin
314,36093,10,vaccin
315,33471,1,vaccin
316,94700,24,vaccin
317,10554,9,vaccin
318,93258,22,vaccin
319,82292,84,vaccin
320,39630,68,vaccin
321,65049,6,vaccin
322,88042,81,vaccin
323,38273,33,vaccin
324,66022,21,vaccin
325,72691,99,vaccin
326,63330,25,vaccin
327,45355,53,vaccin
328,53833,51,vaccin
329,32772,16,vaccin
330,77825,97,vaccin
331,51126,107,vaccin
332,29727,4,vaccin
333,40856,50,vaccin
334,76451,112,vaccin
335,30528,15,vaccin
336,20427,5,vaccin
337,83084,156,vaccin
338,46611,43,vaccin
339,49414,41,vaccin
340,17273,21,vaccin
341,18057,2,vaccin
342,60220,25,vaccin
343,53420,13,vaccin
344,84016,61,vaccin
345,55685,80,vaccin
346,10192,3,vaccin
347,75731,40,vaccin
348,38122,4,vaccin
349,11367,1,vaccin
350,40977,12,vaccin
351,94880,32,vaccin
352,69087,3,vaccin
353,21881,26,vaccin
354,27210,11,vaccin
355,24018,54,vaccin
356,36079,12,vaccin
357,29258,3,vaccin
358,28254,13,vaccin
359,92381,182,vaccin
360,80853,24,vaccin
361,98199,84,vaccin
362,32154,21,vaccin
363,97939,144,vaccin
364,27212,9,vaccin
365,55118,49,vaccin
366,70499,1,vaccin
367,23673,18,vaccin
368,71759,80,vaccin
369,92187,93,vaccin
370,41202,8,vaccin
371,87070,63,vaccin
372,63181,43,vaccin
373,19081,51,vaccin
374,22291,4,vaccin
375,42858,23,vaccin
376,29043,31,vaccin
377,20340,10,vaccin
378,14479,11,vaccin
379,44708,62,vaccin
380,30392,23,vaccin
381,94122,169,vaccin
382,59463,55,vaccin
383,32926,39,vaccin
384,13523,16,vaccin
385,90234,15,vaccin
386,87724,72,vaccin
387,29613,28,vaccin
388,17167,1,vaccin
389,83231,73,vaccin
390,77114,17,vaccin
391,85692,190,vaccin
392,70861,21,vaccin
393,79372,31,vaccin
394,12974,14,vaccin
395,94474,94,vaccin
396,79339,41,vaccin
397,62135,69,vaccin
398,86123,144,vaccin
399,17704,1,vaccin
400,96870,103,vaccin
401,37210,10,vaccin
402,68692,57,vaccin
403,68206,23,vaccin
404,35704,38,vaccin
405,84953,26,vaccin
406,87874,84,vaccin
407,40670,76,vaccin
408,65633,53,vaccin
409,43799,53,vaccin
410,19369,17,vaccin
411,72245,13,vaccin
412,78812,21,vaccin
413,90470,5,vaccin
414,85614,107,vaccin
415,88163,71,vaccin
416,50538,33,vaccin
417,29404,16,vaccin
418,76441,150,vaccin
419,91408,95,vaccin
420,68760,139,vaccin
421,45584,7,vaccin
422,75617,1,vaccin
423,13518,37,vaccin
424,58014,16,vaccin
425,61747,28,vaccin
426,39088,31,vaccin
427,38481,22,vaccin
428,72548,49,vaccin
429,43266,42,vaccin
430,61564,51,vaccin
431,92628,12,vaccin
432,68895,25,vaccin
433,95422,34,vaccin
434,32474,43,vaccin
435,89287,74,vaccin
436,72122,29,vaccin
437,74735,68,vaccin
438,45591,17,vaccin
439,64182,3,vaccin
440,84668,10,vaccin
441,32918,24,vaccin
442,65371,92,vaccin
443,24136,5,vaccin
444,82660,31,vaccin
445,23272,12,vaccin
446,70764,45,vaccin
447,92666,92,vaccin
448,49219,19,vaccin
449,56935,0,vaccin
450,22448,30,vaccin
451,33178,13,vaccin
452,13813,8,vaccin
453,40718,3,vaccin
454,58603,64,vaccin
455,62227,87,vaccin
456,80566,36,vaccin
457,27111,19,vaccin
458,93825,138,vaccin
459,89822,103,vaccin
460,84055,189,vaccin
461,93076,66,vaccin
462,70049,46,vaccin
463,10494,10,vaccin
464,18899,15,vaccin
465,18660,17,vaccin
466,13986,15,vaccin
467,28188,13,vaccin
468,56039,36,vaccin
469,31644,20,vaccin
470,35721,2,vaccin
471,20866,19,vaccin
472,29910,6,vaccin
473,10385,6,vaccin
474,94218,32,vaccin
475,18540,3,vaccin
476,75878,73,vaccin
477,44794,130,vaccin
478,39442,22,vaccin
479,59085,95,vaccin
480,25387,21,vaccin
481,69172,129,vaccin
482,94741,168,vaccin
483,50126,49,vaccin
484,10836,3,vaccin
485,33167,84,vaccin
486,57253,43,vaccin
487,42609,56,vaccin
488,67421,4,vaccin
489,26300,3,vaccin
